x_diff,y_diff,z_diff,yaw_diff,x_current,y_current,z_current,roll_current,pitch_current,yaw_current,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z
-2.178333675635244,-3.251831972312112,1.6242106783225685,-2.161019499236047,0.0010437358869239688,-0.0007333407993428409,-0.13016624748706818,-0.01105980971252208,0.009820957706025169,-0.03353428422106397,0.0013732900718063852,0.0057776991311540874,-0.012910896290638808,-0.0028142493683844805,-0.008065087720751762,0.0007616528309881697
-2.1030551062409892,-3.325624773501003,1.6231737303354472,-2.1346842656439318,0.0006370868650265038,-0.00044647909817285836,-0.1264038383960724,-0.01120257927249806,0.009537011034873017,-0.03339933499387637,0.00149305507604909,0.006260733488856748,-0.010749742131528574,0.0018063251627609134,0.0013975640758872026,-0.006173901259899139
-2.036897130861474,-3.3931430430468743,1.6220990773092412,-2.1114349480565324,0.0003052483079954982,-0.0010517953196540475,-0.12233957648277283,-0.010863923010461636,0.009705074152192978,-0.03344700650704624,0.002100447958553439,0.004562823929936031,-0.009020137367827788,0.0006581926718354225,-0.00521031441166997,-0.008075225166976452
-1.985938795038876,-3.4522844086048114,1.622845467098099,-2.0928211207858625,0.0002163018798455596,-0.0017292744014412165,-0.11835471540689468,-0.010892283485126181,0.009649038136720457,-0.033686945007334046,0.004828604434782181,0.005237386977168844,-0.010633450597064525,-0.004995104391127825,0.00040374131640419304,-0.004986196290701628
-1.9387357782742791,-3.521025656586695,1.6233212833524597,-2.074112943130902,0.00045486001181416214,-0.0020889441948384047,-0.11469303071498871,-0.010675881543097664,0.009563631299355217,-0.03368305955580553,0.006213601978684622,0.00497817212795227,-0.010086256933019594,0.00027448739274404943,9.505014168098546e-05,-0.0018609233666211367
-1.8989473698340267,-3.6100666496934593,1.624829012832811,-2.0550382853469196,0.0008368197595700622,-0.0021690106950700283,-0.11099239438772202,-0.010668135011812378,0.009498290637389469,-0.03378662015008693,0.0035971654048203242,0.005739155804869863,-0.011700566752963777,0.002262057503685355,0.0047531998716294765,-0.0022251019254326825
-1.8627525338911635,-3.698031566973029,1.6256605149986612,-2.0374112073305173,0.0002637504949234426,-0.0022196704521775246,-0.10744685679674149,-0.010568882313704892,0.009460127687209238,-0.033485377156733165,0.004728659229973543,0.006181041419144279,-0.010856304603226006,0.002270689234137535,0.002266328083351255,0.0023901704698801036
-1.81259822646225,-3.7877533872571885,1.6249703385456793,-2.0171304639606076,-0.00032749236561357975,-0.002100766636431217,-0.10433325916528702,-0.010768254418430642,0.009444886507526238,-0.03343035923567861,0.004242331278657718,0.005989398274166727,-0.01138254379746448,-0.005687442608177662,-0.0006901320884935559,-0.0004791734099853783
-1.7653625709241079,-3.8728892545864513,1.6238968197989914,-1.9984843580747242,-0.0006471459055319428,-0.001966223819181323,-0.10141459107398987,-0.010736534321521057,0.009372302756596743,-0.03335131892724874,0.003655806874395587,0.005405060149972191,-0.00993460587722396,0.0020353493746370077,-0.004232387058436871,-0.001444786554202437
-1.7148989800640342,-3.9458439785550796,1.6237925965850548,-1.980777580709137,-0.0009158697794191539,-0.0016318989219143987,-0.09824301302433014,-0.010817173238945061,0.009226552013053484,-0.03316913856149828,0.001614494821960348,0.006788923876537298,-0.008920342779249052,-0.005336173810064793,0.000311829906422645,0.0012249767314642668
-1.6748468564349255,-4.00252749467605,1.6244100713646055,-1.9671037198580146,-0.0017702889163047075,-0.001739236991852522,-0.09500209242105484,-0.010929275515927808,0.009281389244264363,-0.03318489188147922,0.0013925896873910216,0.004152198580562507,-0.010785192637398418,0.0006903152680024505,-0.003106629010289908,-0.005071983672678471
-1.6041744184315814,-4.074283800585353,1.6252735042951192,-1.9458872875392745,-0.0024124220944941044,-0.0019501186907291412,-0.09233736246824265,-0.010962586233021947,0.009355400885405022,-0.03324279063495261,0.0024241924985073902,0.0028593782270660436,-0.010145311571225186,-0.0011712019331753254,-0.0006777068483643236,-0.002163896569982171
-1.5307542485415735,-4.127705203476593,1.6250172786801775,-1.9259225730823164,-0.002715357346460223,-0.0021636630408465862,-0.0899125412106514,-0.010992316505403409,0.00942317438850042,-0.03320039731304103,0.0029214384209856185,0.002628317066381108,-0.008015536177458767,-0.00555805116891861,-0.003715226426720619,0.0012949225492775445
-1.4364609144797826,-4.207775397913275,1.624016062548715,-1.8997735607939223,-0.002985256025567651,-0.0023419091012328863,-0.08755584806203842,-0.01098142717243955,0.009369224201914756,-0.03318166461466454,8.877298978595838e-06,0.002238506258992257,-0.007268346617612669,0.0026995812077075243,0.002479101764038205,-0.00040855439146980676
-1.365742529367518,-4.266024361707081,1.6222647707057651,-1.880629980569238,-0.003524177009239793,-0.0024550457019358873,-0.08561437577009201,-0.010934921771204743,0.009535524953257287,-0.03332105264311824,-0.0015399752153915532,0.0024431001300854373,-0.009444092479823652,-0.0038371188566088676,0.00031143578235060047,0.005917973816394806
-1.3054107847863368,-4.3339566173828326,1.6222566229078081,-1.8633585512107609,-0.004003215581178665,-0.0026023145765066147,-0.08373146504163742,-0.010992365467448776,0.00940772055506499,-0.033206635325219835,-0.0008084537351190859,-4.6578714501351476e-05,-0.009677349354940135,-0.002062284853309393,0.003026788355782628,-0.0008026073337532583
