x_diff,y_diff,z_diff,yaw_diff,x_current,y_current,z_current,roll_current,pitch_current,yaw_current,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z
-2.1783336756340734,-3.251831972313415,1.6242106783297259,-2.1610194992356133,0.00429660314694047,0.0008399179205298424,0.07031495869159698,-0.011367387538194192,0.0097434065084366,-0.0332558937220897,-0.0013923943878125242,0.0022045657992099997,0.004701417555789925,-0.003088005818426609,-0.008084995672106743,0.0007550302543677399
-2.101930361773749,-3.3270809731375945,1.6231737303401237,-2.134244943556247,0.0038687766063958406,0.0019318681443110108,0.07071080058813095,-0.011472516830703036,0.009535381044537827,-0.03328075215307447,-0.0004450847644541905,0.003171343891161109,0.006651844730029927,0.0015325684798881412,0.0013776558917015784,-0.00618052389472723
-2.035772386512676,-3.394599242531021,1.6220990773036066,-2.1110019740352013,0.0037155861500650644,0.002708617364987731,0.0714813694357872,-0.011150360323856507,0.009699172188984641,-0.03348675093542752,0.0009309843138798868,0.0025513208138672203,0.007873657703492506,0.0003801522543653846,-0.006439407356083394,-0.010364425368607044
-1.9859387950387979,-3.4522844086037936,1.6228454671002626,-2.0928211207859726,0.003939326852560043,0.0034772136714309454,0.07253848761320114,-0.011176475825243585,0.009745422575461698,-0.033870153479516496,0.004508365473727933,0.004324431671916079,0.005988593187876231,0.0012653747107833624,0.00018635095329955163,-0.004670166876167059
-1.9359239180289816,-3.5246661544899074,1.6233212833470063,-2.07306376471283,0.00408745976164937,0.004393766168504953,0.07338321208953857,-0.010998512218018862,0.009711550879287175,-0.03388408543928634,0.006253435218737951,0.004578726755997055,0.006247887027192839,-0.0024117627181112766,-0.0005309659172780813,-0.0009410325437784194
-1.8989473698356931,-3.610066649693445,1.6248290128280583,-2.055038285347283,0.004303515423089266,0.00540949497371912,0.0742843821644783,-0.010984189701481194,0.00966728721807202,-0.033925923282548176,0.003855662840503464,0.005774523160235187,0.0044857665554815795,0.0027030021883547306,0.005232200492173433,-0.0011458969675004489
-1.8616277900638019,-3.69948776578294,1.6256605150027061,-2.037010481552142,0.004501176532357931,0.006300868466496468,0.07521183043718338,-0.010916720478686526,0.00963778163167118,-0.03357453824234291,0.005889455173339,0.007031551525629319,0.005046462720415376,-0.0020722628105431795,0.0054113594815135,0.0002363104140385979
-1.8109461287982114,-3.7814930380838785,1.625423449539746,-2.0174195582240566,0.004958063829690218,0.007366261910647154,0.07612164318561554,-0.011134397829333417,0.009623190432845662,-0.033454879870194354,0.006452840249243876,0.007793122075522149,0.004451194078229887,-0.006556070875376463,-0.0006581046036444604,0.00011696212459355601
-1.7638680056821325,-3.8607481833151973,1.6246875624686412,-1.9993503495584768,0.00522055197507143,0.007112063467502594,0.07626202702522278,-0.011024643153246177,0.009503074248490959,-0.033258160012009874,0.006156778716438407,0.005850506149360724,0.0054029826236623515,0.002755059627816081,-0.0067123728804290295,0.001207727240398527
-1.7160237234493192,-3.9443877803184133,1.6237925965908115,-1.981152324838711,0.005353786516934633,0.006496345158666372,0.07653990387916565,-0.011069069423864493,0.009318011412270953,-0.03299564725370541,0.00420723824941452,0.005465404690084533,0.005998438696684642,-0.0055031743831932545,0.0003285728162154557,0.0012393759097903967
-1.669785511867495,-4.0090803858832835,1.6244100713673784,-1.9654461768396276,0.005414137151092291,0.005857047159224749,0.07702411711215973,-0.011134998146845295,0.009327568894030741,-0.03304642919901113,0.004426661316160105,0.0021277743856828227,0.0035022342311433483,0.0005233146366663277,-0.003089886158704758,-0.005057584494352341
